country,iso3_code,region,income_group,year,quarter,quarter_label,industry_sector,sector_automation_risk_score,gdp_per_capita_usd,ai_adoption_index,pct_sector_workforce_displaced,pct_sector_workforce_new_roles_created,net_workforce_change_pct,ai_cited_layoff_announcements,ai_skill_wage_premium_pct,pct_workforce_female,pct_displaced_roles_female,reskilling_programs_count,govt_ai_policy_score_1_to_10,ai_tool_adoption_pct
Philippines,PHL,Southeast Asia,Lower Middle Income,2023,4,2023-Q4,Technology & Software,0.368,3554,0.719,0.0323,0.0146,-0.0177,94,0.369,0.28,0.289,11,3.6,0.317
Philippines,PHL,Southeast Asia,Lower Middle Income,2023,4,2023-Q4,Finance & Banking,0.628,3554,0.694,0.0404,0.0114,-0.029,106,0.382,0.48,0.522,10,3.7,0.39
Philippines,PHL,Southeast Asia,Lower Middle Income,2023,4,2023-Q4,Healthcare & Life Sciences,0.233,3554,0.678,0.0126,0.0037,-0.0089,15,0.376,0.72,0.767,11,3.5,0.147
Philippines,PHL,Southeast Asia,Lower Middle Income,2023,4,2023-Q4,Manufacturing & Industry,0.712,3554,0.679,0.0441,0.0187,-0.0254,89,0.361,0.29,0.319,14,3.7,0.473
Philippines,PHL,Southeast Asia,Lower Middle Income,2023,4,2023-Q4,Retail & E-Commerce,0.683,3554,0.687,0.0486,0.0211,-0.0275,124,0.338,0.54,0.555,10,3.8,0.526
Philippines,PHL,Southeast Asia,Lower Middle Income,2023,4,2023-Q4,Education & Research,0.27,3554,0.68,0.0189,0.0055,-0.0134,9,0.43,0.58,0.576,11,4.5,0.203
Philippines,PHL,Southeast Asia,Lower Middle Income,2023,4,2023-Q4,Transportation & Logistics,0.679,3554,0.684,0.0466,0.0176,-0.029,98,0.391,0.22,0.232,10,3.5,0.412
Philippines,PHL,Southeast Asia,Lower Middle Income,2023,4,2023-Q4,Media & Communications,0.534,3554,0.678,0.0428,0.0147,-0.0281,83,0.407,0.46,0.485,11,3.5,0.4
Philippines,PHL,Southeast Asia,Lower Middle Income,2023,4,2023-Q4,Administrative & Clerical,0.792,3554,0.693,0.0663,0.0261,-0.0402,144,0.365,0.79,0.95,14,3.7,0.56
Philippines,PHL,Southeast Asia,Lower Middle Income,2023,4,2023-Q4,Energy & Utilities,0.447,3554,0.673,0.0316,0.0134,-0.0182,31,0.324,0.26,0.256,11,3.5,0.26
Philippines,PHL,Southeast Asia,Lower Middle Income,2024,1,2024-Q1,Technology & Software,0.38,3674,0.702,0.0373,0.0104,-0.0269,113,0.389,0.28,0.301,12,4.2,0.237
Philippines,PHL,Southeast Asia,Lower Middle Income,2024,1,2024-Q1,Finance & Banking,0.621,3674,0.712,0.041,0.0172,-0.0238,120,0.421,0.48,0.469,12,4.3,0.423
Philippines,PHL,Southeast Asia,Lower Middle Income,2024,1,2024-Q1,Healthcare & Life Sciences,0.216,3674,0.714,0.0177,0.0081,-0.0096,15,0.493,0.72,0.769,15,3.4,0.158
Philippines,PHL,Southeast Asia,Lower Middle Income,2024,1,2024-Q1,Manufacturing & Industry,0.731,3674,0.696,0.0625,0.0192,-0.0433,183,0.441,0.29,0.293,15,5.1,0.51
Philippines,PHL,Southeast Asia,Lower Middle Income,2024,1,2024-Q1,Retail & E-Commerce,0.674,3674,0.711,0.0542,0.0234,-0.0308,111,0.4,0.54,0.538,11,3.6,0.449
Philippines,PHL,Southeast Asia,Lower Middle Income,2024,1,2024-Q1,Education & Research,0.252,3674,0.708,0.0167,0.0062,-0.0105,13,0.412,0.58,0.616,11,4.2,0.215
Philippines,PHL,Southeast Asia,Lower Middle Income,2024,1,2024-Q1,Transportation & Logistics,0.698,3674,0.7,0.0561,0.0172,-0.0389,112,0.427,0.22,0.213,12,3.7,0.396
Philippines,PHL,Southeast Asia,Lower Middle Income,2024,1,2024-Q1,Media & Communications,0.531,3674,0.712,0.0327,0.0099,-0.0228,80,0.38,0.46,0.464,11,3.8,0.327
Philippines,PHL,Southeast Asia,Lower Middle Income,2024,1,2024-Q1,Administrative & Clerical,0.788,3674,0.707,0.0628,0.0207,-0.0421,329,0.379,0.79,0.95,15,4.3,0.664
Philippines,PHL,Southeast Asia,Lower Middle Income,2024,1,2024-Q1,Energy & Utilities,0.454,3674,0.722,0.0306,0.0093,-0.0213,59,0.396,0.26,0.271,11,4.3,0.342
Philippines,PHL,Southeast Asia,Lower Middle Income,2024,2,2024-Q2,Technology & Software,0.4,3693,0.705,0.0303,0.0135,-0.0168,83,0.406,0.28,0.294,10,4.5,0.301
Philippines,PHL,Southeast Asia,Lower Middle Income,2024,2,2024-Q2,Finance & Banking,0.631,3693,0.716,0.0518,0.0188,-0.033,137,0.409,0.48,0.506,12,3.4,0.443
Philippines,PHL,Southeast Asia,Lower Middle Income,2024,2,2024-Q2,Healthcare & Life Sciences,0.204,3693,0.719,0.0162,0.0073,-0.0089,11,0.445,0.72,0.725,12,4.4,0.153
Philippines,PHL,Southeast Asia,Lower Middle Income,2024,2,2024-Q2,Manufacturing & Industry,0.703,3693,0.706,0.071,0.0289,-0.0421,126,0.392,0.29,0.327,14,3.9,0.497
Philippines,PHL,Southeast Asia,Lower Middle Income,2024,2,2024-Q2,Retail & E-Commerce,0.656,3693,0.728,0.0571,0.0226,-0.0345,82,0.399,0.54,0.557,11,3.7,0.553
Philippines,PHL,Southeast Asia,Lower Middle Income,2024,2,2024-Q2,Education & Research,0.267,3693,0.724,0.0201,0.0057,-0.0144,21,0.418,0.58,0.65,14,4.3,0.213
Philippines,PHL,Southeast Asia,Lower Middle Income,2024,2,2024-Q2,Transportation & Logistics,0.676,3693,0.717,0.0482,0.0151,-0.0331,93,0.412,0.22,0.239,13,3.4,0.467
Philippines,PHL,Southeast Asia,Lower Middle Income,2024,2,2024-Q2,Media & Communications,0.546,3693,0.703,0.0479,0.0147,-0.0332,99,0.423,0.46,0.483,14,3.9,0.344
Philippines,PHL,Southeast Asia,Lower Middle Income,2024,2,2024-Q2,Administrative & Clerical,0.737,3693,0.697,0.0571,0.0208,-0.0363,160,0.376,0.79,0.95,14,4.1,0.516
Philippines,PHL,Southeast Asia,Lower Middle Income,2024,2,2024-Q2,Energy & Utilities,0.448,3693,0.728,0.0379,0.013,-0.0249,30,0.414,0.26,0.282,14,4.4,0.34
Philippines,PHL,Southeast Asia,Lower Middle Income,2024,3,2024-Q3,Technology & Software,0.41,3594,0.722,0.0343,0.0145,-0.0198,90,0.37,0.28,0.3,11,4.7,0.27
Philippines,PHL,Southeast Asia,Lower Middle Income,2024,3,2024-Q3,Finance & Banking,0.591,3594,0.732,0.0503,0.0154,-0.0349,151,0.344,0.48,0.51,13,4.4,0.39
Philippines,PHL,Southeast Asia,Lower Middle Income,2024,3,2024-Q3,Healthcare & Life Sciences,0.255,3594,0.717,0.0171,0.0043,-0.0128,12,0.382,0.72,0.745,13,4.3,0.127
Philippines,PHL,Southeast Asia,Lower Middle Income,2024,3,2024-Q3,Manufacturing & Industry,0.706,3594,0.728,0.0677,0.0306,-0.0371,202,0.442,0.29,0.297,11,3.3,0.598
Philippines,PHL,Southeast Asia,Lower Middle Income,2024,3,2024-Q3,Retail & E-Commerce,0.66,3594,0.722,0.0519,0.0152,-0.0367,115,0.408,0.54,0.57,12,4.7,0.503
Philippines,PHL,Southeast Asia,Lower Middle Income,2024,3,2024-Q3,Education & Research,0.277,3594,0.719,0.0223,0.0088,-0.0135,15,0.428,0.58,0.588,14,3.8,0.223
Philippines,PHL,Southeast Asia,Lower Middle Income,2024,3,2024-Q3,Transportation & Logistics,0.648,3594,0.716,0.0518,0.0207,-0.0311,134,0.375,0.22,0.248,12,3.5,0.539
Philippines,PHL,Southeast Asia,Lower Middle Income,2024,3,2024-Q3,Media & Communications,0.563,3594,0.714,0.0353,0.0116,-0.0237,103,0.416,0.46,0.463,15,4.2,0.395
Philippines,PHL,Southeast Asia,Lower Middle Income,2024,3,2024-Q3,Administrative & Clerical,0.751,3594,0.718,0.0675,0.0244,-0.0431,284,0.396,0.79,0.95,15,3.9,0.667
Philippines,PHL,Southeast Asia,Lower Middle Income,2024,3,2024-Q3,Energy & Utilities,0.451,3594,0.715,0.0393,0.0147,-0.0246,60,0.433,0.26,0.273,15,3.4,0.319
Philippines,PHL,Southeast Asia,Lower Middle Income,2024,4,2024-Q4,Technology & Software,0.383,3540,0.722,0.044,0.0121,-0.0319,124,0.46,0.28,0.296,11,3.9,0.282
Philippines,PHL,Southeast Asia,Lower Middle Income,2024,4,2024-Q4,Finance & Banking,0.591,3540,0.705,0.0386,0.0146,-0.024,236,0.417,0.48,0.541,13,4.4,0.471
Philippines,PHL,Southeast Asia,Lower Middle Income,2024,4,2024-Q4,Healthcare & Life Sciences,0.22,3540,0.719,0.0151,0.0066,-0.0085,26,0.435,0.72,0.745,11,3.3,0.188
Philippines,PHL,Southeast Asia,Lower Middle Income,2024,4,2024-Q4,Manufacturing & Industry,0.761,3540,0.732,0.0624,0.0271,-0.0353,145,0.39,0.29,0.321,11,3.7,0.6
Philippines,PHL,Southeast Asia,Lower Middle Income,2024,4,2024-Q4,Retail & E-Commerce,0.709,3540,0.711,0.071,0.0242,-0.0468,141,0.374,0.54,0.568,13,3.9,0.485
Philippines,PHL,Southeast Asia,Lower Middle Income,2024,4,2024-Q4,Education & Research,0.282,3540,0.759,0.0231,0.0076,-0.0155,21,0.387,0.58,0.613,13,4.1,0.211
Philippines,PHL,Southeast Asia,Lower Middle Income,2024,4,2024-Q4,Transportation & Logistics,0.691,3540,0.721,0.0551,0.025,-0.0301,86,0.448,0.22,0.227,13,3.9,0.48
Philippines,PHL,Southeast Asia,Lower Middle Income,2024,4,2024-Q4,Media & Communications,0.529,3540,0.726,0.0474,0.0163,-0.0311,102,0.391,0.46,0.512,15,3.9,0.474
Philippines,PHL,Southeast Asia,Lower Middle Income,2024,4,2024-Q4,Administrative & Clerical,0.792,3540,0.746,0.0688,0.0283,-0.0405,339,0.435,0.79,0.95,14,3.5,0.561
Philippines,PHL,Southeast Asia,Lower Middle Income,2024,4,2024-Q4,Energy & Utilities,0.429,3540,0.743,0.0382,0.0118,-0.0264,49,0.47,0.26,0.252,14,3.5,0.339
Philippines,PHL,Southeast Asia,Lower Middle Income,2025,1,2025-Q1,Technology & Software,0.412,3719,0.743,0.0413,0.0111,-0.0302,113,0.513,0.28,0.312,15,4.1,0.237
Philippines,PHL,Southeast Asia,Lower Middle Income,2025,1,2025-Q1,Finance & Banking,0.617,3719,0.768,0.0492,0.0192,-0.03,184,0.42,0.48,0.494,15,3.7,0.516
Philippines,PHL,Southeast Asia,Lower Middle Income,2025,1,2025-Q1,Healthcare & Life Sciences,0.225,3719,0.727,0.0175,0.0055,-0.012,24,0.414,0.72,0.763,11,4.4,0.136
Philippines,PHL,Southeast Asia,Lower Middle Income,2025,1,2025-Q1,Manufacturing & Industry,0.742,3719,0.737,0.0667,0.023,-0.0437,211,0.434,0.29,0.298,13,3.9,0.597
Philippines,PHL,Southeast Asia,Lower Middle Income,2025,1,2025-Q1,Retail & E-Commerce,0.728,3719,0.738,0.0566,0.0155,-0.0411,120,0.434,0.54,0.527,15,3.9,0.46
Philippines,PHL,Southeast Asia,Lower Middle Income,2025,1,2025-Q1,Education & Research,0.238,3719,0.748,0.0233,0.0089,-0.0144,23,0.43,0.58,0.604,13,3.7,0.224
Philippines,PHL,Southeast Asia,Lower Middle Income,2025,1,2025-Q1,Transportation & Logistics,0.683,3719,0.751,0.0641,0.0275,-0.0366,145,0.434,0.22,0.22,15,4.4,0.564
Philippines,PHL,Southeast Asia,Lower Middle Income,2025,1,2025-Q1,Media & Communications,0.504,3719,0.744,0.0497,0.0156,-0.0341,65,0.479,0.46,0.517,15,3.5,0.489
Philippines,PHL,Southeast Asia,Lower Middle Income,2025,1,2025-Q1,Administrative & Clerical,0.804,3719,0.763,0.0714,0.0278,-0.0436,242,0.491,0.79,0.95,16,4.0,0.49
Philippines,PHL,Southeast Asia,Lower Middle Income,2025,1,2025-Q1,Energy & Utilities,0.432,3719,0.768,0.0443,0.0191,-0.0252,51,0.428,0.26,0.272,16,4.9,0.359
Philippines,PHL,Southeast Asia,Lower Middle Income,2025,2,2025-Q2,Technology & Software,0.371,3735,0.751,0.0362,0.011,-0.0252,156,0.453,0.28,0.316,13,4.0,0.256
Philippines,PHL,Southeast Asia,Lower Middle Income,2025,2,2025-Q2,Finance & Banking,0.621,3735,0.772,0.0451,0.0201,-0.025,157,0.459,0.48,0.489,14,4.2,0.491
Philippines,PHL,Southeast Asia,Lower Middle Income,2025,2,2025-Q2,Healthcare & Life Sciences,0.201,3735,0.759,0.0153,0.0054,-0.0099,13,0.438,0.72,0.774,14,4.4,0.186
Philippines,PHL,Southeast Asia,Lower Middle Income,2025,2,2025-Q2,Manufacturing & Industry,0.735,3735,0.75,0.0655,0.0275,-0.038,171,0.451,0.29,0.29,15,4.9,0.529
Philippines,PHL,Southeast Asia,Lower Middle Income,2025,2,2025-Q2,Retail & E-Commerce,0.664,3735,0.759,0.0586,0.0149,-0.0437,222,0.505,0.54,0.555,12,4.3,0.528
Philippines,PHL,Southeast Asia,Lower Middle Income,2025,2,2025-Q2,Education & Research,0.296,3735,0.741,0.0179,0.0045,-0.0134,30,0.439,0.58,0.574,13,4.6,0.184
Philippines,PHL,Southeast Asia,Lower Middle Income,2025,2,2025-Q2,Transportation & Logistics,0.68,3735,0.767,0.059,0.022,-0.037,203,0.432,0.22,0.233,14,4.2,0.574
Philippines,PHL,Southeast Asia,Lower Middle Income,2025,2,2025-Q2,Media & Communications,0.556,3735,0.753,0.0471,0.0189,-0.0282,148,0.493,0.46,0.468,16,3.9,0.346
Philippines,PHL,Southeast Asia,Lower Middle Income,2025,2,2025-Q2,Administrative & Clerical,0.777,3735,0.749,0.0887,0.0315,-0.0572,268,0.462,0.79,0.95,13,4.0,0.497
Philippines,PHL,Southeast Asia,Lower Middle Income,2025,2,2025-Q2,Energy & Utilities,0.432,3735,0.742,0.0425,0.0165,-0.026,71,0.475,0.26,0.293,14,4.1,0.278
Philippines,PHL,Southeast Asia,Lower Middle Income,2025,3,2025-Q3,Technology & Software,0.369,3600,0.76,0.0484,0.0201,-0.0283,81,0.49,0.28,0.277,12,4.0,0.345
Philippines,PHL,Southeast Asia,Lower Middle Income,2025,3,2025-Q3,Finance & Banking,0.599,3600,0.777,0.0688,0.031,-0.0378,230,0.458,0.48,0.521,17,4.8,0.38
Philippines,PHL,Southeast Asia,Lower Middle Income,2025,3,2025-Q3,Healthcare & Life Sciences,0.178,3600,0.77,0.0186,0.0061,-0.0125,23,0.444,0.72,0.784,14,4.5,0.16
Philippines,PHL,Southeast Asia,Lower Middle Income,2025,3,2025-Q3,Manufacturing & Industry,0.724,3600,0.761,0.0726,0.0209,-0.0517,244,0.469,0.29,0.324,14,4.3,0.535
Philippines,PHL,Southeast Asia,Lower Middle Income,2025,3,2025-Q3,Retail & E-Commerce,0.709,3600,0.772,0.0744,0.0285,-0.0459,234,0.46,0.54,0.542,12,3.8,0.579
Philippines,PHL,Southeast Asia,Lower Middle Income,2025,3,2025-Q3,Education & Research,0.291,3600,0.781,0.0269,0.0071,-0.0198,15,0.44,0.58,0.584,13,3.5,0.202
Philippines,PHL,Southeast Asia,Lower Middle Income,2025,3,2025-Q3,Transportation & Logistics,0.692,3600,0.758,0.0725,0.0251,-0.0474,125,0.453,0.22,0.221,14,3.8,0.508
Philippines,PHL,Southeast Asia,Lower Middle Income,2025,3,2025-Q3,Media & Communications,0.543,3600,0.775,0.0543,0.0164,-0.0379,121,0.482,0.46,0.494,11,3.9,0.498
Philippines,PHL,Southeast Asia,Lower Middle Income,2025,3,2025-Q3,Administrative & Clerical,0.798,3600,0.775,0.0729,0.0239,-0.049,236,0.486,0.79,0.95,16,4.5,0.638
Philippines,PHL,Southeast Asia,Lower Middle Income,2025,3,2025-Q3,Energy & Utilities,0.435,3600,0.771,0.0448,0.0128,-0.032,84,0.489,0.26,0.281,14,4.2,0.281
Philippines,PHL,Southeast Asia,Lower Middle Income,2025,4,2025-Q4,Technology & Software,0.393,3758,0.776,0.0387,0.0114,-0.0273,87,0.472,0.28,0.295,11,3.9,0.273
Philippines,PHL,Southeast Asia,Lower Middle Income,2025,4,2025-Q4,Finance & Banking,0.579,3758,0.775,0.0588,0.0156,-0.0432,278,0.441,0.48,0.514,16,3.2,0.394
Philippines,PHL,Southeast Asia,Lower Middle Income,2025,4,2025-Q4,Healthcare & Life Sciences,0.211,3758,0.765,0.0229,0.0084,-0.0145,27,0.461,0.72,0.716,15,3.8,0.187
Philippines,PHL,Southeast Asia,Lower Middle Income,2025,4,2025-Q4,Manufacturing & Industry,0.761,3758,0.779,0.0743,0.0257,-0.0486,279,0.475,0.29,0.319,14,3.7,0.584
Philippines,PHL,Southeast Asia,Lower Middle Income,2025,4,2025-Q4,Retail & E-Commerce,0.646,3758,0.762,0.0833,0.0272,-0.0561,214,0.48,0.54,0.604,15,4.8,0.461
Philippines,PHL,Southeast Asia,Lower Middle Income,2025,4,2025-Q4,Education & Research,0.321,3758,0.763,0.0231,0.0103,-0.0128,16,0.463,0.58,0.565,16,3.6,0.188
Philippines,PHL,Southeast Asia,Lower Middle Income,2025,4,2025-Q4,Transportation & Logistics,0.654,3758,0.754,0.0773,0.0328,-0.0445,120,0.432,0.22,0.233,12,4.3,0.525
Philippines,PHL,Southeast Asia,Lower Middle Income,2025,4,2025-Q4,Media & Communications,0.554,3758,0.779,0.0573,0.0221,-0.0352,151,0.432,0.46,0.445,13,4.8,0.376
Philippines,PHL,Southeast Asia,Lower Middle Income,2025,4,2025-Q4,Administrative & Clerical,0.798,3758,0.802,0.1039,0.036,-0.0679,433,0.475,0.79,0.95,16,3.8,0.755
Philippines,PHL,Southeast Asia,Lower Middle Income,2025,4,2025-Q4,Energy & Utilities,0.432,3758,0.767,0.0486,0.0195,-0.0291,50,0.457,0.26,0.283,16,4.0,0.31
Philippines,PHL,Southeast Asia,Lower Middle Income,2026,1,2026-Q1,Technology & Software,0.393,3822,0.787,0.0397,0.0115,-0.0282,173,0.469,0.28,0.287,18,4.6,0.336
Philippines,PHL,Southeast Asia,Lower Middle Income,2026,1,2026-Q1,Finance & Banking,0.605,3822,0.774,0.0548,0.0151,-0.0397,214,0.484,0.48,0.515,13,4.2,0.519
Philippines,PHL,Southeast Asia,Lower Middle Income,2026,1,2026-Q1,Healthcare & Life Sciences,0.205,3822,0.801,0.0198,0.0086,-0.0112,22,0.523,0.72,0.753,15,4.6,0.16
Philippines,PHL,Southeast Asia,Lower Middle Income,2026,1,2026-Q1,Manufacturing & Industry,0.747,3822,0.775,0.0788,0.0333,-0.0455,258,0.528,0.29,0.318,16,3.9,0.572
Philippines,PHL,Southeast Asia,Lower Middle Income,2026,1,2026-Q1,Retail & E-Commerce,0.661,3822,0.78,0.0727,0.0304,-0.0423,115,0.447,0.54,0.541,17,4.4,0.631
Philippines,PHL,Southeast Asia,Lower Middle Income,2026,1,2026-Q1,Education & Research,0.264,3822,0.782,0.0273,0.0079,-0.0194,26,0.526,0.58,0.58,14,4.9,0.216
Philippines,PHL,Southeast Asia,Lower Middle Income,2026,1,2026-Q1,Transportation & Logistics,0.695,3822,0.786,0.0721,0.0284,-0.0437,166,0.493,0.22,0.223,15,3.7,0.606
Philippines,PHL,Southeast Asia,Lower Middle Income,2026,1,2026-Q1,Media & Communications,0.533,3822,0.793,0.0466,0.0157,-0.0309,126,0.462,0.46,0.475,16,4.5,0.369
Philippines,PHL,Southeast Asia,Lower Middle Income,2026,1,2026-Q1,Administrative & Clerical,0.774,3822,0.79,0.0996,0.0252,-0.0744,478,0.416,0.79,0.95,16,4.3,0.59
Philippines,PHL,Southeast Asia,Lower Middle Income,2026,1,2026-Q1,Energy & Utilities,0.415,3822,0.781,0.0506,0.0154,-0.0352,89,0.523,0.26,0.254,15,4.2,0.399
Philippines,PHL,Southeast Asia,Lower Middle Income,2026,2,2026-Q2,Technology & Software,0.35,3856,0.798,0.0469,0.0128,-0.0341,188,0.464,0.28,0.304,15,3.8,0.325
Philippines,PHL,Southeast Asia,Lower Middle Income,2026,2,2026-Q2,Finance & Banking,0.601,3856,0.796,0.0703,0.0262,-0.0441,175,0.48,0.48,0.482,14,4.5,0.447
Philippines,PHL,Southeast Asia,Lower Middle Income,2026,2,2026-Q2,Healthcare & Life Sciences,0.19,3856,0.803,0.0255,0.0081,-0.0174,33,0.487,0.72,0.719,14,4.7,0.148
Philippines,PHL,Southeast Asia,Lower Middle Income,2026,2,2026-Q2,Manufacturing & Industry,0.737,3856,0.806,0.0853,0.0354,-0.0499,268,0.445,0.29,0.296,14,4.0,0.558
Philippines,PHL,Southeast Asia,Lower Middle Income,2026,2,2026-Q2,Retail & E-Commerce,0.653,3856,0.773,0.0638,0.0203,-0.0435,156,0.475,0.54,0.575,15,4.6,0.629
Philippines,PHL,Southeast Asia,Lower Middle Income,2026,2,2026-Q2,Education & Research,0.289,3856,0.793,0.0281,0.0088,-0.0193,21,0.456,0.58,0.591,14,4.6,0.215
Philippines,PHL,Southeast Asia,Lower Middle Income,2026,2,2026-Q2,Transportation & Logistics,0.674,3856,0.799,0.0658,0.0199,-0.0459,115,0.508,0.22,0.232,13,4.6,0.482
Philippines,PHL,Southeast Asia,Lower Middle Income,2026,2,2026-Q2,Media & Communications,0.529,3856,0.789,0.0652,0.0232,-0.042,92,0.526,0.46,0.464,17,4.9,0.399
Philippines,PHL,Southeast Asia,Lower Middle Income,2026,2,2026-Q2,Administrative & Clerical,0.819,3856,0.793,0.1113,0.0289,-0.0824,546,0.458,0.79,0.95,13,4.2,0.734
Philippines,PHL,Southeast Asia,Lower Middle Income,2026,2,2026-Q2,Energy & Utilities,0.449,3856,0.789,0.0397,0.0148,-0.0249,59,0.458,0.26,0.289,16,4.4,0.32
Singapore,SGP,Southeast Asia,High Income,2020,1,2020-Q1,Technology & Software,0.371,58216,0.851,0.0432,0.0239,-0.0193,18,0.288,0.28,0.286,48,5.7,0.313
Singapore,SGP,Southeast Asia,High Income,2020,1,2020-Q1,Finance & Banking,0.621,58216,0.839,0.0526,0.0314,-0.0212,38,0.357,0.48,0.47,48,6.3,0.595
Singapore,SGP,Southeast Asia,High Income,2020,1,2020-Q1,Healthcare & Life Sciences,0.226,58216,0.85,0.0199,0.0143,-0.0056,6,0.277,0.72,0.702,48,6.1,0.185
Singapore,SGP,Southeast Asia,High Income,2020,1,2020-Q1,Manufacturing & Industry,0.748,58216,0.854,0.0966,0.0522,-0.0444,46,0.329,0.29,0.329,53,6.5,0.587
Singapore,SGP,Southeast Asia,High Income,2020,1,2020-Q1,Retail & E-Commerce,0.692,58216,0.865,0.0881,0.0557,-0.0324,34,0.278,0.54,0.602,52,6.4,0.61
Singapore,SGP,Southeast Asia,High Income,2020,1,2020-Q1,Education & Research,0.27,58216,0.843,0.029,0.0225,-0.0065,7,0.309,0.58,0.561,51,6.5,0.209
Singapore,SGP,Southeast Asia,High Income,2020,1,2020-Q1,Transportation & Logistics,0.637,58216,0.847,0.058,0.033,-0.025,47,0.293,0.22,0.22,53,6.4,0.486
Singapore,SGP,Southeast Asia,High Income,2020,1,2020-Q1,Media & Communications,0.547,58216,0.827,0.0615,0.036,-0.0255,33,0.293,0.46,0.447,43,7.0,0.538
Singapore,SGP,Southeast Asia,High Income,2020,1,2020-Q1,Administrative & Clerical,0.811,58216,0.857,0.0942,0.0764,-0.0178,73,0.321,0.79,0.95,45,6.7,0.555
Singapore,SGP,Southeast Asia,High Income,2020,1,2020-Q1,Energy & Utilities,0.475,58216,0.871,0.0444,0.0392,-0.0052,18,0.353,0.26,0.268,39,6.6,0.423
Singapore,SGP,Southeast Asia,High Income,2020,2,2020-Q2,Technology & Software,0.38,58885,0.838,0.0551,0.0398,-0.0153,33,0.3,0.28,0.312,38,6.4,0.34
Singapore,SGP,Southeast Asia,High Income,2020,2,2020-Q2,Finance & Banking,0.628,58885,0.864,0.0673,0.0391,-0.0282,43,0.337,0.48,0.47,48,6.9,0.524
Singapore,SGP,Southeast Asia,High Income,2020,2,2020-Q2,Healthcare & Life Sciences,0.212,58885,0.854,0.0269,0.0246,-0.0023,6,0.333,0.72,0.703,49,6.5,0.213
Singapore,SGP,Southeast Asia,High Income,2020,2,2020-Q2,Manufacturing & Industry,0.718,58885,0.845,0.0718,0.0403,-0.0315,57,0.326,0.29,0.299,51,6.5,0.702
Singapore,SGP,Southeast Asia,High Income,2020,2,2020-Q2,Retail & E-Commerce,0.679,58885,0.851,0.0902,0.0474,-0.0428,60,0.363,0.54,0.598,41,6.7,0.68
Singapore,SGP,Southeast Asia,High Income,2020,2,2020-Q2,Education & Research,0.283,58885,0.868,0.0303,0.0216,-0.0087,8,0.32,0.58,0.56,45,7.1,0.274
Singapore,SGP,Southeast Asia,High Income,2020,2,2020-Q2,Transportation & Logistics,0.691,58885,0.855,0.0707,0.051,-0.0197,58,0.363,0.22,0.244,44,7.3,0.496
Singapore,SGP,Southeast Asia,High Income,2020,2,2020-Q2,Media & Communications,0.576,58885,0.845,0.0555,0.0494,-0.0061,42,0.338,0.46,0.452,53,6.4,0.385
Singapore,SGP,Southeast Asia,High Income,2020,2,2020-Q2,Administrative & Clerical,0.797,58885,0.854,0.0801,0.0737,-0.0064,98,0.294,0.79,0.95,53,6.7,0.597
Singapore,SGP,Southeast Asia,High Income,2020,2,2020-Q2,Energy & Utilities,0.457,58885,0.852,0.0437,0.0405,-0.0032,20,0.323,0.26,0.26,44,6.6,0.361
Singapore,SGP,Southeast Asia,High Income,2020,3,2020-Q3,Technology & Software,0.376,57182,0.86,0.0542,0.0454,-0.0088,37,0.408,0.28,0.289,53,6.4,0.377
Singapore,SGP,Southeast Asia,High Income,2020,3,2020-Q3,Finance & Banking,0.63,57182,0.867,0.0601,0.0325,-0.0276,89,0.269,0.48,0.542,43,6.8,0.476
Singapore,SGP,Southeast Asia,High Income,2020,3,2020-Q3,Healthcare & Life Sciences,0.182,57182,0.85,0.0241,0.0202,-0.0039,7,0.273,0.72,0.795,42,6.6,0.173
Singapore,SGP,Southeast Asia,High Income,2020,3,2020-Q3,Manufacturing & Industry,0.727,57182,0.872,0.0976,0.063,-0.0346,44,0.295,0.29,0.306,44,6.2,0.638
Singapore,SGP,Southeast Asia,High Income,2020,3,2020-Q3,Retail & E-Commerce,0.656,57182,0.874,0.0704,0.0524,-0.018,53,0.286,0.54,0.533,50,6.2,0.547
Singapore,SGP,Southeast Asia,High Income,2020,3,2020-Q3,Education & Research,0.269,57182,0.876,0.0255,0.0145,-0.011,6,0.269,0.58,0.607,41,6.2,0.248
Singapore,SGP,Southeast Asia,High Income,2020,3,2020-Q3,Transportation & Logistics,0.694,57182,0.856,0.0633,0.0431,-0.0202,60,0.323,0.22,0.241,41,6.8,0.643
Singapore,SGP,Southeast Asia,High Income,2020,3,2020-Q3,Media & Communications,0.532,57182,0.878,0.0721,0.0486,-0.0235,30,0.306,0.46,0.457,53,6.9,0.569
Singapore,SGP,Southeast Asia,High Income,2020,3,2020-Q3,Administrative & Clerical,0.78,57182,0.858,0.0852,0.0579,-0.0273,101,0.285,0.79,0.95,37,6.9,0.667
Singapore,SGP,Southeast Asia,High Income,2020,3,2020-Q3,Energy & Utilities,0.462,57182,0.871,0.0446,0.0314,-0.0132,14,0.364,0.26,0.287,49,7.3,0.435
Singapore,SGP,Southeast Asia,High Income,2020,4,2020-Q4,Technology & Software,0.386,57020,0.861,0.0497,0.0316,-0.0181,26,0.322,0.28,0.298,53,6.7,0.366
Singapore,SGP,Southeast Asia,High Income,2020,4,2020-Q4,Finance & Banking,0.603,57020,0.857,0.066,0.0489,-0.0171,88,0.376,0.48,0.483,36,6.9,0.551
